EOG80044P	0.109751	0.109751	-4042.977758	-4048.443067	0.000945879
EOG80044Q	0.0132528	0.0132528	-1196.961726	-1197.061693	0.654774125
EOG80044T	0.0309262	0.0309262	-4495.584711	-4504.737381	0.000018818
EOG8030CD	0.0242746	0.0242746	-1740.260420	-1741.452795	0.122524495
EOG8030CG	0.0291145	0.0291145	-1157.963022	-1157.965934	0.939168384
EOG8030CM	0.0739077	0.0739077	-1943.311742	-1946.798813	0.008269586
EOG8030CR	0.015035	0.015035	-2337.281039	-2337.530731	0.479770912
EOG8030CV	0.0585412	0.0585412	-8505.953606	-8509.804570	0.005516187
EOG8030CW	0.0789584	0.0789584	-1425.160807	-1426.042432	0.184219656
EOG8030D4	0.0245756	0.0245756	-1503.668493	-1503.668512	0.995081540
EOG805VMC	0.111993	0.111993	-1192.453019	-1192.453087	0.990695358
EOG805VMF	0.0314977	0.0314977	-6272.946270	-6279.622392	0.000258114
EOG805VMH	0.0656004	0.0656004	-2117.504827	-2122.694429	0.001274426
EOG805VMJ	0.0249541	0.0249541	-1469.224296	-1470.269636	0.148200097
EOG805VMN	0.00577238	0.00577238	-639.758029	-643.646687	0.005290634
EOG805VMS	0.0286983	0.0286983	-4731.235725	-4731.265332	0.807742586
EOG805VMV	0.0323764	0.0323764	-6950.189323	-6959.860407	0.000010927
EOG808QV5	0.0419587	0.0419587	-4365.950586	-4365.969690	0.845026064
EOG808QV7	0.0155799	0.0155799	-8815.160892	-8823.035669	0.000072305
EOG808QV9	0.018502	0.018502	-488.942991	-489.079321	0.601552978
EOG808QVG	0.0412966	0.0412966	-1326.253965	-1327.809010	0.077808662
EOG808QVK	0.0487488	0.0487488	-4061.956251	-4062.191753	0.492525644
EOG80CM36	0.00310621	0.00310621	-1058.490907	-1058.589508	0.656988854
EOG80CM38	0.0406494	0.0406494	-9418.547263	-9421.273135	0.019548802
EOG80CM3J	0.0476363	0.0476363	-2473.289603	-2477.761585	0.002783879
EOG80GG9Z	0.0169044	0.0169044	-4682.280767	-4682.833310	0.293152643
EOG80GGB6	0.025217	0.025217	-1948.131942	-1949.263162	0.132545081
EOG80GGBM	0.0559252	0.0559252	-4972.666240	-4972.792409	0.615433610
EOG80GGBV	0.0820173	0.0820173	-4675.302410	-4683.534500	0.000049578
EOG80KBK2	0.0119775	0.0119775	-2134.573454	-2134.655367	0.685658163
EOG80KBK7	0.0198946	0.0198946	-2408.242137	-2411.262742	0.013975702
EOG80KBKC	0.0316365	0.0316365	-4422.418889	-4422.628715	0.517110741
EOG80KBKD	0.11397	0.11397	-534.504882	-534.647888	0.592787542
EOG80KBKG	0.0814734	0.0814734	-2621.204160	-2621.204284	0.987435421
EOG80KBKK	0.04167	0.04167	-5463.203022	-5465.468434	0.033289586
EOG80KBKP	0.00714245	0.00714245	-1061.860038	-1065.171787	0.010064198
EOG80P6T0	0.0177392	0.0177392	-1576.553676	-1576.717244	0.567350402
EOG80P6T3	0.0475122	0.0475122	-1838.746317	-1840.664205	0.050169763
EOG80P6TS	0.0850839	0.0850839	-2501.812063	-2502.177253	0.392760043
EOG80S31X	0.0155406	0.0155406	-1615.420867	-1616.157472	0.224839910
EOG80S326	0.0222663	0.0222663	-1254.298187	-1257.394196	0.012832777
EOG80S32J	0.0176862	0.0176862	-1827.116147	-1827.616816	0.316986968
EOG80VZ8R	0.0266527	0.0266527	-767.634711	-768.102771	0.333277680
EOG80VZ99	0.170446	0.170446	-3103.583638	-3103.980133	0.373197544
EOG80ZTHS	0.0448654	0.0448654	-1951.688155	-1951.688170	0.995629828
EOG80ZTHW	0.0326641	0.0326641	-2070.545231	-2071.698874	0.128768713
EOG80ZTHX	0.031046	0.031046	-7606.230352	-7619.447134	0.000000273
EOG80ZTHZ	0.00960021	0.00960021	-587.175773	-587.175777	0.997743245
EOG80ZTJ0	0.0182111	0.0182111	-896.500794	-897.837639	0.102019245
EOG80ZTJ2	0.00316312	0.00316312	-2384.483679	-2389.003836	0.002640903
EOG80ZTJ5	0.00927533	0.00927533	-1083.940508	-1083.990202	0.752565298
EOG80ZTJ6	0.0111787	0.0111787	-3472.117278	-3477.819862	0.000732401
EOG80ZTJF	0.0127381	0.0127381	-842.322313	-842.607174	0.450369407
EOG80ZTJH	0.0522805	0.0522805	-2888.615194	-2889.872808	0.112751327
EOG812PRN	0.00874517	0.00874517	-3727.996416	-3729.357227	0.098997372
EOG812PRS	0.0295379	0.0295379	-2349.670371	-2349.713784	0.768251698
EOG812PS0	0.00521582	0.00521582	-2612.413044	-2612.986745	0.284093663
EOG812PS1	0.0930057	0.0930057	-1059.261677	-1059.261723	0.992347077
EOG812PS2	0.0451059	0.0451059	-1027.630656	-1028.608726	0.161926741
EOG812PSK	0.0672097	0.0672097	-9685.917021	-9691.927534	0.000526037
EOG815K0M	0.0167442	0.0167442	-1377.295450	-1377.298016	0.942890015
EOG815K0R	0.0638171	0.0638171	-585.737915	-586.610594	0.186461362
EOG815K0W	0.0136836	0.0136836	-2968.871086	-2969.003140	0.607311846
EOG815K10	0.0307246	0.0307246	-5344.302569	-5347.614281	0.010064616
EOG815K11	0.0260976	0.0260976	-649.539826	-649.815108	0.458087336
EOG818F7Q	0.0227379	0.0227379	-1820.576537	-1820.797095	0.506584301
EOG818F7R	0.0699175	0.0699175	-1228.550624	-1232.234488	0.006640478
EOG818F81	0.0294975	0.0294975	-6583.541759	-6590.435581	0.000204678
EOG81C9GC	0.0540898	0.0540898	-2720.780399	-2721.192241	0.364105248
EOG81C9GG	0.0173301	0.0173301	-4461.749867	-4463.040156	0.108182155
EOG81C9GK	0.00895656	0.00895656	-1288.712499	-1288.927550	0.511938903
EOG81C9GN	0.0356459	0.0356459	-2480.248600	-2480.370440	0.621560768
EOG81C9H1	0.00777153	0.00777153	-974.262545	-976.472362	0.035527657
EOG81C9H4	0.0270994	0.0270994	-6653.860786	-6655.632129	0.059808537
EOG81G5QC	0.027	0.027	-2331.395585	-2332.352544	0.166528690
EOG81K1ZC	0.0293267	0.0293267	-7515.668268	-7516.216280	0.295140329
EOG81K1ZF	0.00475441	0.00475441	-6323.413492	-6324.092829	0.243767421
EOG81K1ZM	0.0341092	0.0341092	-5027.747834	-5034.505122	0.000236718
EOG81K1ZN	0.0375326	0.0375326	-1989.401566	-1990.757497	0.099604672
EOG81K200	0.0304531	0.0304531	-1466.780497	-1466.874646	0.664336968
EOG81NX66	0.0158732	0.0158732	-1525.035318	-1525.035336	0.995212721
EOG81NX67	0.0446563	0.0446563	-1411.352553	-1413.152804	0.057762127
EOG81NX6D	0.0515997	0.0515997	-2328.008282	-2331.961965	0.004923390
EOG81NX6F	0.0195062	0.0195062	-4034.461025	-4034.461093	0.990695358
EOG81NX6M	0.0421195	0.0421195	-1891.412142	-1891.863824	0.341881298
EOG81NX74	0.0290773	0.0290773	-4943.002384	-4943.422048	0.359589034
EOG81RSFH	0.046024	0.046024	-5038.221628	-5047.507405	0.000016364
EOG81VNP3	0.0273365	0.0273365	-968.029086	-968.665204	0.259347627
EOG81VNPF	0.0365478	0.0365478	-5481.225186	-5481.563991	0.410410929
EOG81VNPR	0.0461257	0.0461257	-2189.384415	-2190.281044	0.180529712
EOG81ZHX4	0.0757941	0.0757941	-1284.932981	-1286.295938	0.098731589
EOG81ZHX6	0.00438173	0.00438173	-2262.006678	-2262.206923	0.526836309
EOG81ZHXF	0.0721715	0.0721715	-2792.031628	-2799.165414	0.000158573
EOG81ZHXJ	0.00697344	0.00697344	-1547.384455	-1547.533453	0.585141485
EOG81ZHXR	0.0359735	0.0359735	-7424.744163	-7426.468351	0.063313951
EOG822D4Z	0.0146752	0.0146752	-5547.335504	-5547.400751	0.717920392
EOG822D53	0.00530611	0.00530611	-2081.992101	-2082.147809	0.576812568
EOG822D56	0.00956418	0.00956418	-1167.820163	-1167.943215	0.619831830
EOG8258CW	0.0138099	0.0138099	-765.552974	-765.807328	0.475698689
EOG8258CZ	0.054187	0.054187	-1847.829052	-1848.385069	0.291640229
EOG8258D2	0.0139155	0.0139155	-566.929631	-567.023620	0.664604866
EOG8258D4	0.0217444	0.0217444	-1910.224335	-1910.508214	0.451151206
EOG8258D9	0.0210375	0.0210375	-5722.430247	-5723.282951	0.191582245
EOG8284MS	0.0222823	0.0222823	-8000.407460	-8001.095137	0.240894118
EOG8284MZ	0.104116	0.104116	-9778.174406	-9781.146154	0.014771690
EOG8284N3	0.0255665	0.0255665	-2564.230044	-2564.682060	0.341702879
EOG8284N5	0.0233911	0.0233911	-2006.660092	-2013.278133	0.000274611
EOG8284NB	0.0316142	0.0316142	-1979.893949	-1982.718067	0.017472941
EOG8284NM	0.112942	0.112942	-4610.927735	-4616.228559	0.001129869
EOG82C0VS	0.0594371	0.0594371	-2179.905191	-2179.913522	0.897293264
EOG82C0VW	0.082641	0.082641	-1612.285363	-1612.402637	0.628171870
EOG82C0W2	0.0364243	0.0364243	-766.809100	-767.004614	0.531759536
EOG82C0W6	0.0325815	0.0325815	-6333.811214	-6336.670701	0.016782535
EOG82C0WF	0.00781323	0.00781323	-1241.717373	-1241.822830	0.646051962
EOG82FW3M	0.0345348	0.0345348	-1186.600404	-1187.455838	0.190872791
EOG82FW3N	0.0327055	0.0327055	-1929.626787	-1931.142631	0.081653030
EOG82FW3P	0.0226672	0.0226672	-1576.872425	-1576.976753	0.647822863
EOG82FW3S	0.0355598	0.0355598	-988.187530	-988.396658	0.517808552
EOG82FW3T	0.0330268	0.0330268	-2031.548699	-2031.548749	0.992021287
EOG82FW41	0.0146835	0.0146835	-2396.889602	-2398.224548	0.102262965
EOG82FW46	0.00827982	0.00827982	-716.250812	-716.332999	0.685160996
EOG82JRBN	0.00671418	0.00671418	-8034.883842	-8035.779252	0.180826286
EOG82JRBQ	0.0561408	0.0561408	-3142.668977	-3143.807843	0.131243675
EOG82JRBR	0.0147062	0.0147062	-7718.494213	-7719.749372	0.113103109
EOG82JRBV	0.0190614	0.0190614	-2208.227828	-2208.228123	0.980621357
